subject,ROI,adjacency_rho,functional_rho
sub-13,PPC,0.3898771578315619,0.45847945047734606
sub-14,M1,0.6444592513512922,0.5127220896887503
sub-14,SMA,0.5485573282547529,0.3732410174308536
sub-14,PMC,0.661052436563463,0.5127220896887503
sub-14,PPC,0.5966023317847036,0.4274836566422578
sub-16,M1,0.5324448020600631,0.5049731412299783
sub-16,SMA,0.1227770316391738,0.2053471341574592
sub-16,PMC,0.5402398374305161,0.515305072508341
sub-16,PPC,0.3388646073241197,0.40681979408553237
sub-17,M1,0.3951226105875505,0.5333859522454758
sub-17,SMA,0.3726988225111533,0.19243222005950578
sub-17,PMC,0.39836183440100953,0.4946412099516156
sub-17,PPC,0.4005143508705985,0.31383241258026784
sub-18,M1,0.4752045825435188,0.5049731412299783
sub-18,SMA,0.22400800036430704,0.2673387218276356
sub-18,PMC,0.2451152006971693,0.49205822713202485
sub-18,PPC,0.336126940746293,0.4868922614928435
sub-20,M1,0.6264031908685269,0.4791433130340715
sub-20,SMA,0.18683007027305765,0.1252746667501481
sub-20,PMC,0.4928008822269544,0.46622839893611806
sub-20,PPC,0.38964727743189714,0.21826204825541262
sub-21,M1,0.7614265783443911,0.5230540209671131
sub-21,SMA,0.324862801162716,0.37840698307003484
sub-21,PMC,0.714739958994278,0.4894752443124341
sub-21,PPC,0.3101295573660152,0.4765603302144808
sub-22,M1,0.6422231420090979,0.5333859522454758
sub-22,SMA,0.28016151253698107,0.2776706531059983
sub-22,PMC,0.5801136376632895,0.5256370037867036
sub-22,PPC,0.3459908997137296,0.29833451566272373
sub-23,M1,0.6923161709178808,0.515305072508341
sub-23,SMA,0.047209074803896786,0.1485215121264642
sub-23,PMC,0.4710667353495518,0.4791433130340715
sub-23,PPC,0.1594116080584881,0.33449627513699326
sub-24,M1,0.6410528417926223,0.507556124049569
sub-24,SMA,-0.048504764329280414,0.18210028878114304
sub-24,PMC,0.5747636938165441,0.5127220896887503
sub-24,PPC,0.11023810074836457,0.22601099671418465
sub-25,M1,0.5508979286877039,0.5101391068691596
sub-25,SMA,0.15422884995695366,0.0916958900954692
sub-25,PMC,0.4843162056575068,0.43006663946184853
sub-25,PPC,0.2055757719548175,0.3887389143483976
sub-26,M1,0.763871669868099,0.5178880553279317
sub-26,SMA,0.23625435620099744,0.16660239186359896
sub-26,PMC,0.6578550091863067,0.4946412099516156
sub-26,PPC,0.40348189784808997,0.29833451566272373
sub-27,M1,0.5295190515188741,0.5178880553279317
sub-27,SMA,0.28110193235379183,0.3009174984823144
