subject,ROI,adjacency_rho,functional_rho
sub-43,SMA,0.3246329207630512,0.32972155532923964
sub-43,PMC,0.5645026687042319,0.22728379056675743
sub-43,PPC,0.44049264219412854,0.2422226312612861
sub-44,M1,0.6529648261388912,0.3531968764206418
sub-44,SMA,0.3208294450595057,0.21447906997144717
sub-44,PMC,0.5999669449070708,0.24435675136050447
sub-44,PPC,0.21667272579318364,0.013871780644919465
sub-45,M1,0.6688474719339162,0.36813571711517046
sub-45,SMA,0.4012457885058957,0.39374515830579104
sub-45,PMC,0.3607868381648845,0.30197799403940073
sub-45,PPC,0.40099500988807946,0.41722047939719314
sub-46,M1,0.4482667793464303,0.41508635929797477
sub-46,SMA,0.1921591159016516,0.07576126352225247
sub-46,PMC,0.44270785331817153,0.438561680389377
sub-46,PPC,0.1850328235120417,0.1675284277886428
sub-47,M1,0.38208212246110884,0.2400885111620677
sub-47,SMA,-0.016405101248808757,-0.0821636238199076
sub-47,PMC,0.49018860495803585,0.34039215582533155
sub-47,PPC,0.23660962590957035,0.13978486649880384
sub-48,M1,0.5173144921184866,0.4065498789011013
sub-48,SMA,0.045955181714815864,0.03521298163710326
sub-48,PMC,0.4331155711867025,0.2315520307651942
sub-48,PPC,0.2852606777659102,0.31691683473392934
sub-49,M1,0.8024915770117914,0.30838035433705585
sub-49,SMA,0.2767342047601599,0.31051447443627417
sub-49,PMC,0.6375837375794984,0.2849050332456537
sub-49,PPC,0.2933691864086335,0.26356383225346985
sub-50,M1,0.6222862418927112,0.3275874352300212
sub-50,SMA,0.5612425466726215,0.43002519999250344
sub-50,PMC,0.49660435793049995,0.30197799403940073
sub-50,PPC,0.33884370910596834,0.22514967046753903
sub-51,M1,0.603456947338346,0.22088143026910229
sub-51,SMA,0.5904373574300558,0.4364275602901586
sub-51,PMC,0.48628063816373357,0.10777306501052816
sub-51,PPC,0.42310532469220646,0.3339897955276764
sub-52,M1,0.14060321172227427,-0.024542381141011368
sub-52,SMA,0.06967465931659668,-0.07362714342303409
sub-52,PMC,0.1162149911396503,-0.06722478312537895
sub-52,PPC,0.21098841045601682,-0.10563894491130979
sub-53,M1,0.7322526658051082,0.32118507493236614
sub-53,SMA,0.5171682045914271,0.3745380774128256
sub-53,PMC,0.6930058121168754,0.31691683473392934
sub-53,PPC,0.4518612728684623,0.331855675428458
sub-54,M1,0.6232266617095218,0.37240395731360726
sub-54,SMA,0.6308545113347642,0.31691683473392934
sub-54,PMC,0.5309192321350146,0.3574651166190786
sub-54,PPC,0.579068726755722,0.3894769181073543
sub-55,M1,0.595369336913774,0.1675284277886428
sub-55,SMA,0.5448374454238127,0.2166131900706655
sub-55,PMC,0.38676332332701097,0.0821636238199076
sub-55,PPC,0.3188232161169762,0.17179666798707957
sub-56,M1,0.5209089856405185,0.29557563374174556
sub-56,SMA,0.7904959997929171,0.11417542530818331
sub-56,PMC,0.4771272186134429,0.34039215582533155
sub-56,PPC,0.2976951175659627,0.21234494987222877
sub-57,M1,0.674113822908056,0.376672197512044
sub-57,SMA,0.4799902745001777,0.2614297121542515
sub-57,PMC,0.5628308112521241,0.41508635929797477
sub-57,PPC,0.39940674530857695,0.28703915334487207
sub-58,M1,0.6350132567468827,0.13124838610193035
sub-58,SMA,0.45468253231889433,0.3894769181073543
sub-58,PMC,0.4825189588964908,0.3745380774128256
sub-58,PPC,0.3301291521368559,0.32118507493236614
sub-59,M1,0.5898104108855153,0.39374515830579104
sub-59,SMA,0.571273691385269,0.3617333568175153
sub-59,PMC,0.5949095761144444,0.39801339850422773
sub-59,PPC,0.3810790079898441,0.33612391562689475
sub-60,M1,0.7535897465376353,0.41295223919875645
sub-60,SMA,0.4318616780976216,0.15045546699489576
sub-60,PMC,0.4713593104036706,0.4364275602901586
sub-60,PPC,0.48665680609045786,0.43002519999250344
sub-61,M1,0.659192495147993,0.36813571711517046
sub-61,SMA,0.5770207013768899,0.36386747691673366
sub-61,PMC,0.692086290518216,0.32972155532923964
sub-61,PPC,0.46274924452531496,0.3126485945354926
sub-62,M1,0.4745358395626757,0.2422226312612861
sub-62,SMA,0.5403234303031215,0.34892863622220505
sub-62,PMC,0.6197993539327007,0.30838035433705585
sub-62,PPC,0.36860277175348893,0.22514967046753903
sub-63,M1,0.6924206620086375,0.34039215582533155
sub-63,SMA,0.5809077699530407,0.17179666798707957
sub-63,PMC,0.4576918757326886,0.19313786897926336
sub-63,PPC,0.598065207055298,0.22728379056675743
sub-65,M1,0.6220145650567437,0.25716147195581474
sub-65,SMA,-0.026958701415239865,-0.0032011801488275693
sub-65,PMC,0.42415023559977383,0.21874731016988389
sub-65,PPC,0.21186613561837345,0.2230155503683207
sub-66,M1,0.4847550682386852,0.08643186401834436
sub-66,SMA,0.14074949924933372,0.09070010421678112
sub-66,PMC,0.41537298397620737,0.011737660545701089
sub-66,PPC,0.3230655544017001,0.12271190570505683
sub-67,M1,0.44891462410912214,0.2315520307651942
sub-67,SMA,0.35773569831478763,0.3745380774128256
sub-67,PMC,0.3921759618282103,0.17606490818551632
sub-67,PPC,0.2646550346686804,0.21234494987222877
sub-68,M1,0.5315252804614037,0.26783207245190666
sub-68,SMA,0.28005702144622435,0.0032011801488275693
sub-68,PMC,0.4276820344673518,0.20594258957457365
sub-68,PPC,0.2411863356847157,0.08429774391912599
