subject,ROI,adjacency_rho,functional_rho
sub-62,PPC,0.34819297657704273,0.5712875825865441
sub-63,M1,0.7097105164372042,0.5782403726383073
sub-63,SMA,0.5927342171444968,0.28390559378033126
sub-63,PMC,0.5098629520858532,0.5434764223794912
sub-63,PPC,0.5924000588176475,0.46236053844225383
sub-65,M1,0.6729113306929174,0.5736051792704652
sub-65,SMA,-0.009210238883785742,0.005793991709802679
sub-65,PMC,0.4632269805949381,0.5457940190634123
sub-65,PPC,0.17042074669317833,0.4507725550226484
sub-66,M1,0.536157035429813,0.5643347925347809
sub-66,SMA,0.1460063039377463,0.18656653305564627
sub-66,PMC,0.47776286781288574,0.5434764223794912
sub-66,PPC,0.30101399780499744,0.39515023460854265
sub-67,M1,0.4788697672705742,0.5712875825865441
sub-67,SMA,0.3578417982648183,0.21901288663054125
sub-67,PMC,0.43593042227043033,0.5504292124312545
sub-67,PPC,0.22541067635532766,0.22828327336622553
sub-68,M1,0.5844011438686907,0.5759227759543863
sub-68,SMA,0.28752235535845416,0.33952791419443695
sub-68,PMC,0.46771723311197655,0.568969985902623
sub-68,PPC,0.22386519409364933,0.24682404683759412
